abcd	uhgg
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_G;f__HB172195;g__Anaerobacillus_A;s__Anaerobacillus_A hwajinpoensis_A	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003149875	0.00177047924784471	0.00177047924784471
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp010093085	0.00509012783755356	0.00509012783755356
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Motiliproteus;s__Motiliproteus sp004195305	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Onthomorpha;s__Onthomorpha sp900546465	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp001955855	9.9465126283411e-06	9.9465126283411e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Lonepinella;s__Lonepinella koalarum	4.97325631417055e-06	4.97325631417055e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Proteiniboraceae;g__Proteiniborus;s__Proteiniborus sp900095305	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2882;s__UBA2882 sp017387565	9.9465126283411e-06	9.9465126283411e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A clarus	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A sp002551815	3.72994223562791e-06	3.72994223562791e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__2-02-FULL-62-17;s__2-02-FULL-62-17 sp903899705	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	8.70319854979846e-06	8.70319854979846e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp009911645	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Propionisporales;f__Propionisporaceae;g__Pelosinus;s__Pelosinus fermentans_B	4.97325631417055e-06	4.97325631417055e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG115;s__RUG115 sp017484135	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rouxiella;s__Rouxiella chamberiensis	1.3676454863969e-05	1.3676454863969e-05
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter ruminantium_A	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp910585535	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella_C;s__Bordetella_C aloeverae	8.70319854979846e-06	8.70319854979846e-06
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium helveticum	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Cytobacillus;s__Cytobacillus sp017303275	3.72994223562791e-06	3.72994223562791e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275	1.3676454863969e-05	1.3676454863969e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea deleyi	4.97325631417055e-06	4.97325631417055e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Caviibacterium;s__Caviibacterium pharyngocola	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum	9.9465126283411e-06	9.9465126283411e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__Limiplasma pullistercoris	3.72994223562791e-06	3.72994223562791e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter;s__Merdibacter massiliensis	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA10324;g__JACCZZ01;s__JACCZZ01 sp016704325	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum sp902782625	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_H;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus urumqiensis	4.97325631417055e-06	4.97325631417055e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Metamycoplasma;s__Metamycoplasma cloacale	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kosakonia;s__Kosakonia sacchari_B	2.7352909727938e-05	2.7352909727938e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter_D;s__Enterobacter_D kobei_A	3.97860505133644e-05	3.97860505133644e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp900545455	2.85962238064807e-05	2.85962238064807e-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__Micavibrio;s__Micavibrio aeruginosavorus_C	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp902800715	7.45988447125582e-06	7.45988447125582e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_I;g__Sutcliffiella_A;s__Sutcliffiella_A sp012911845	3.72994223562791e-06	3.72994223562791e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Endoriftia;s__Endoriftia persephone	8.70319854979846e-06	8.70319854979846e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MGBC164599;s__MGBC164599 sp910575625	9.9465126283411e-06	9.9465126283411e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas australica	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp001298555	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__UBA1268;s__UBA1268 sp002862165	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger variabilis	0.000100708440361954	0.000100708440361954
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium angelicum	7.45988447125582e-06	7.45988447125582e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Spiroplasma_A;s__Spiroplasma_A sp010365805	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia bockelmannii	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp000175935	1.86497111781396e-05	1.86497111781396e-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__BRH-c57;s__BRH-c57 sp000961745	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Sporosarcina;s__Sporosarcina ureilytica	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-1321;g__Bacillus_AD;s__Bacillus_AD testis	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA2206;g__UBA9630;s__UBA9630 sp003482885	1.11898267068837e-05	1.11898267068837e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas_A;s__Xanthomonas_A sp014236855	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sichuanensis	0.00067884948688428	0.00067884948688428
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__RUG563;s__RUG563 sp017448975	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus maysiensis	6.21657039271318e-06	6.21657039271318e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Aeribacillaceae;g__Aeribacillus;s__Aeribacillus composti	3.72994223562791e-06	3.72994223562791e-06
d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp012027355	7.45988447125582e-06	7.45988447125582e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp017437095	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__UMGS1908;s__UMGS1908 sp900556185	3.23261660421086e-05	3.23261660421086e-05
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_G;f__Sporolactobacillaceae;g__Scopulibacillus;s__Scopulibacillus darangshiensis	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PIVX01;f__PIVX01;g__PIVX01;s__PIVX01 sp003353785	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-841;s__CAG-841 sp000437375	3.72994223562791e-06	3.72994223562791e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_H;f__Bacillaceae_D;g__Bacillus_H;s__Bacillus_H oshimensis	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-1321;g__Peribacillus;s__Peribacillus frigoritolerans	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus sp001659985	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces kurssanovii	0.000800694266581458	0.000800694266581458
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__SZUA-451;s__SZUA-451 sp003646525	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755;s__GCA-900066755 sp902363085	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp905206915	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__UBA4408;g__UBA4408;s__UBA4408 sp016721765	3.72994223562791e-06	3.72994223562791e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902772925	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000434635	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__JACQPE01;f__JACQPE01;g__JACQJO01;s__JACQJO01 sp016205025	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus litorisediminis	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Edwardsiella;s__Edwardsiella hoshinae	6.21657039271318e-06	6.21657039271318e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__Harryflintia acetispora	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Marinifilum;s__Marinifilum breve	7.45988447125582e-06	7.45988447125582e-06
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium sp000799255	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Solibacillus;s__Solibacillus isronensis_A	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__ATM1;g__JACDEQ01;s__JACDEQ01 sp013816225	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp900543305	4.97325631417055e-06	4.97325631417055e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Domibacillaceae;g__Domibacillus;s__Domibacillus epiphyticus	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Dickeya;s__Dickeya solani	3.72994223562791e-06	3.72994223562791e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Natronospirillaceae;g__Saccharospirillum;s__Saccharospirillum sp018402545	3.72994223562791e-06	3.72994223562791e-06
d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__UBA12574;s__UBA12574 sp018660835	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Brenneria;s__Brenneria nigrifluens	6.21657039271318e-06	6.21657039271318e-06
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;s__Nonomuraea rubra	7.45988447125582e-06	7.45988447125582e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_B;s__Serratia_B rhizosphaerae	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp910585745	4.97325631417055e-06	4.97325631417055e-06
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Moorea;s__Moorea sp010692395	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900066775	0.000115628209304465	0.000115628209304465
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Antarctobacter;s__Antarctobacter heliothermus	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia plymuthica_B	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium merdavium	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__JAAUSA01;s__JAAUSA01 sp012031975	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp905212195	1.74063970995969e-05	1.74063970995969e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp900755995	3.10828519635659e-05	3.10828519635659e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea vagans_C	6.21657039271318e-06	6.21657039271318e-06
d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__DTGS01;g__DTGS01;s__DTGS01 sp011389315	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp003311645	6.21657039271318e-06	6.21657039271318e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG4856;s__RGIG4856 sp017483735	9.9465126283411e-06	9.9465126283411e-06
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900550815	2.11363393352248e-05	2.11363393352248e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Lonsdalea;s__Lonsdalea quercina_D	4.97325631417055e-06	4.97325631417055e-06
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Pseudarthrobacter;s__Pseudarthrobacter phenanthrenivorans	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suipraeoptans;s__Suipraeoptans intestinalis	3.72994223562791e-06	3.72994223562791e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Metasolibacillus;s__Metasolibacillus ndiopicus	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kosakonia;s__Kosakonia sp014490785	2.7352909727938e-05	2.7352909727938e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia surfactantfaciens	4.97325631417055e-06	4.97325631417055e-06
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Kribbellaceae;g__Kribbella;s__Kribbella sandramycini	1.3676454863969e-05	1.3676454863969e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Wohlfahrtiimonas;s__Wohlfahrtiimonas larvae	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Bacillaceae_C;g__Weizmannia;s__Weizmannia ginsengihum	2.23796534137675e-05	2.23796534137675e-05
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900545835	4.97325631417055e-05	4.97325631417055e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AF33-28;s__AF33-28 sp003477885	4.47593068275349e-05	4.47593068275349e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Superficieibacter;s__Superficieibacter sp900766525	6.8382274319845e-05	6.8382274319845e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Lelliottia;s__Lelliottia amnigena	0.000243689559394357	0.000243689559394357
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__Ponticaulis sp002699325	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900767685	1.3676454863969e-05	1.3676454863969e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp003488965	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__CAG-590 sp003530125	8.70319854979846e-06	8.70319854979846e-06
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__UBA3077 sp016744015	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Sodalis;s__Sodalis glossinidius	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydiifrater;s__Chlamydiifrater volucris	2.48662815708527e-06	2.48662815708527e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp900066705	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp002491195	1.24331407854264e-06	1.24331407854264e-06
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp017482385	1.24331407854264e-06	1.24331407854264e-06
